years,jugador,name,first_name,last_name,pos,bat,lan,exp,pais,estado,ciudad
1992-93,H. Ortega,Hector Ortega,Hector,Ortega,CF,D,D,4,Venezuela,Carabobo,Puerto Cabello
1991-92,H. Ortega,Hector Ortega,Hector,Ortega,CF,D,D,3,Venezuela,Carabobo,Puerto Cabello
1990-91,H. Ortega,Hector Ortega,Hector,Ortega,CF,D,D,2,Venezuela,Carabobo,Puerto Cabello
1989-90,H. Ortega,Hector Ortega,Hector,Ortega,CF,D,D,1,Venezuela,Carabobo,Puerto Cabello
1983-84,H. Rivas,Hector Rivas,Hector,Rivas,CF,D,D,4,Venezuela,Sucre,Cumana
1982-83,H. Rivas,Hector Rivas,Hector,Rivas,CF,D,D,3,Venezuela,Sucre,Cumana
1981-82,H. Rivas,Hector Rivas,Hector,Rivas,CF,D,D,2,Venezuela,Sucre,Cumana
1980-81,H. Rivas,Hector Rivas,Hector,Rivas,CF,D,D,1,Venezuela,Sucre,Cumana
1962-63,H. Silva,Hector Silva,Hector,Silva,IF,D,D,3,Venezuela,Miranda,Guarenas
1972-73,H. Urbano,Hector Urbano,Hector,Urbano,P,D,D,11,Venezuela,Bolivar,Ciudad Bolivar
1970-71,H. Urbano,Hector Urbano,Hector,Urbano,P,D,D,10,Venezuela,Bolivar,Ciudad Bolivar
1969-70,H. Urbano,Hector Urbano,Hector,Urbano,P,D,D,9,Venezuela,Bolivar,Ciudad Bolivar
1968-69,H. Urbano,Hector Urbano,Hector,Urbano,P,D,D,8,Venezuela,Bolivar,Ciudad Bolivar
1967-68,H. Urbano,Hector Urbano,Hector,Urbano,P,D,D,7,Venezuela,Bolivar,Ciudad Bolivar
2019-20,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,11,Venezuela,D.F.,Caracas
2018-19,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,10,Venezuela,D.F.,Caracas
2017-18,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,9,Venezuela,D.F.,Caracas
2016-17,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,8,Venezuela,D.F.,Caracas
2015-16,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,7,Venezuela,D.F.,Caracas
2014-15,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,6,Venezuela,D.F.,Caracas
2013-14,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,5,Venezuela,D.F.,Caracas
2012-13,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,4,Venezuela,D.F.,Caracas
2011-12,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,3,Venezuela,D.F.,Caracas
2009-10,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,2,Venezuela,D.F.,Caracas
2008-09,H. Meneses,Heiker Albert Meneses,Heiker,Meneses,2B,D,D,1,Venezuela,D.F.,Caracas
2017-18,H. Rodríguez,Helmis Rodríguez,Helmis,Rodríguez,P,Z,Z,3,Venezuela,Tachira,Colon
2016-17,H. Rodríguez,Helmis Rodríguez,Helmis,Rodríguez,P,Z,Z,2,Venezuela,Tachira,Colon
2015-16,H. Rodríguez,Helmis Rodríguez,Helmis,Rodríguez,P,Z,Z,1,Venezuela,Tachira,Colon
2017-18,H. Álvarez,Henderson Javier Álvarez,Henderson,Álvarez,P,D,D,4,Venezuela,Carabobo,Valencia
2013-14,H. Álvarez,Henderson Javier Álvarez,Henderson,Álvarez,P,D,D,3,Venezuela,Carabobo,Valencia
2010-11,H. Álvarez,Henderson Javier Álvarez,Henderson,Álvarez,P,D,D,2,Venezuela,Carabobo,Valencia
2008-09,H. Álvarez,Henderson Javier Álvarez,Henderson,Álvarez,P,D,D,1,Venezuela,Carabobo,Valencia
2015-16,H. Rodríguez,Henry Alberto Rodríguez,Henry,Rodríguez,P,D,D,9,Venezuela,Zulia,Santa Barbara
1984-85,H. Pacheco,Hilario Pacheco,Hilario,Pacheco,CF,D,D,3,Venezuela,Miranda,Tacarigua de Mamporal
1983-84,H. Pacheco,Hilario Pacheco,Hilario,Pacheco,CF,D,D,2,Venezuela,Miranda,Tacarigua de Mamporal
1982-83,H. Pacheco,Hilario Pacheco,Hilario,Pacheco,CF,D,D,1,Venezuela,Miranda,Tacarigua de Mamporal
2000-01,H. Baez,Homer Baez,Homer,Baez,P,Z,Z,4,Venezuela,Miranda,Cua
1999-00,H. Baez,Homer Baez,Homer,Baez,P,Z,Z,3,Venezuela,Miranda,Cua
1996-97,H. Baez,Homer Baez,Homer,Baez,P,Z,Z,2,Venezuela,Miranda,Cua
1995-96,H. Baez,Homer Baez,Homer,Baez,P,Z,Z,1,Venezuela,Miranda,Cua
1996-97,H. Ovalles,Homy José Ovalles,Homy,Ovalles,IF,D,D,3,Venezuela,Miranda,Maporal
1994-95,H. Ovalles,Homy José Ovalles,Homy,Ovalles,IF,D,D,2,Venezuela,Miranda,Maporal
1993-94,H. Ovalles,Homy José Ovalles,Homy,Ovalles,IF,D,D,1,Venezuela,Miranda,Maporal
1995-96,H. Borges,Humberto Borges,Humberto,Borges,CF,D,D,2,Venezuela,Vargas,La Guaira
1994-95,H. Borges,Humberto Borges,Humberto,Borges,CF,D,D,1,Venezuela,Vargas,La Guaira
1965-66,I. Flores,Ignacio Flores,Ignacio,Flores,P,D,D,5,Venezuela,D.F.,Caracas
1996-97,I. Oropeza,Igor Oropeza,Igor,Oropeza,P,D,D,6,Venezuela,Vargas,La Guaira
1995-96,I. Oropeza,Igor Oropeza,Igor,Oropeza,P,D,D,5,Venezuela,Vargas,La Guaira
1994-95,I. Oropeza,Igor Oropeza,Igor,Oropeza,P,D,D,4,Venezuela,Vargas,La Guaira
1993-94,I. Oropeza,Igor Oropeza,Igor,Oropeza,P,D,D,3,Venezuela,Vargas,La Guaira
1992-93,I. Oropeza,Igor Oropeza,Igor,Oropeza,P,D,D,2,Venezuela,Vargas,La Guaira
1991-92,I. Oropeza,Igor Oropeza,Igor,Oropeza,P,D,D,1,Venezuela,Vargas,La Guaira
1992-93,I. Oviedo,Igor Oviedo,Igor,Oviedo,CF,D,D,1,Venezuela,Zulia,Maracaibo
1982-83,I. Silva,Ildemaro Silva,Ildemaro,Silva,C,D,D,4,Venezuela,Cojedes,San Carlos
1995-96,I. Rodríguez,Ismael Rodríguez,Ismael,Rodríguez,CF,D,D,3,Venezuela,Zulia,Maracaibo
2010-11,I. Blanco,Ivan J. Blanco,Ivan,Blanco,P,D,D,5,Venezuela,D.F.,Caracas
1995-96,I. Paz,Ivan Paz Montiel,Ivan,Paz,P,D,D,2,Venezuela,Zulia,Maracaibo
2007-08,J. Melian,Jackson Melian,Jackson,Melian,CF,D,D,11,Venezuela,Anzoategui,Barcelona
2005-06,J. Melian,Jackson Melian,Jackson,Melian,CF,D,D,9,Venezuela,Anzoategui,Barcelona
2004-05,J. Melian,Jackson Melian,Jackson,Melian,CF,D,D,8,Venezuela,Anzoategui,Barcelona
2001-02,J. Paz,Jackson Paz,Jackson,Paz,P,D,Z,1,Venezuela,Zulia,Maracaibo
1993-94,J. Mora,Jahije Mora,Jahije,Mora,P,,,1,Venezuela,,
1963-64,J. Noguera,Jairo Noguera,Jairo,Noguera,CE,D,D,1,Venezuela,Zulia,Maracaibo
1996-97,J. Ramos,Jairo Ramos,Jairo,Ramos,CF,Z,Z,8,Venezuela,Vargas,La Guaira
1995-96,J. Ramos,Jairo Ramos,Jairo,Ramos,CF,Z,Z,7,Venezuela,Vargas,La Guaira
1994-95,J. Ramos,Jairo Ramos,Jairo,Ramos,CF,Z,Z,6,Venezuela,Vargas,La Guaira
1993-94,J. Ramos,Jairo Ramos,Jairo,Ramos,CF,Z,Z,5,Venezuela,Vargas,La Guaira
2008-09,J. García,Javier Alfonzo García,Javier,García,P,D,D,2,Venezuela,Aragua,San Casimiro
2003-04,J. Boll,Javier Eduardo Boll,Javier,Boll,CF,D,D,4,Venezuela,D.F.,Caracas
2002-03,J. Boll,Javier Eduardo Boll,Javier,Boll,CF,D,D,3,Venezuela,D.F.,Caracas
2001-02,J. Boll,Javier Eduardo Boll,Javier,Boll,CF,D,D,2,Venezuela,D.F.,Caracas
2000-01,J. Boll,Javier Eduardo Boll,Javier,Boll,CF,D,D,1,Venezuela,D.F.,Caracas
2013-14,J. Herrera,Javier Herrera,Javier,Herrera,CF,D,D,6,Venezuela,D.F.,Caracas
2012-13,J. Herrera,Javier Herrera,Javier,Herrera,CF,D,D,5,Venezuela,D.F.,Caracas
2008-09,J. Colina,Javier José Colina,Javier,Colina,3B,D,D,11,Venezuela,Yaracuy,San Felipe
2007-08,J. Colina,Javier José Colina,Javier,Colina,3B,D,D,10,Venezuela,Yaracuy,San Felipe
2010-11,J. Nieves,Javier O. Nieves Sosa,Javier,Nieves,P,D,D,2,Venezuela,Carabobo,Guigue
2016-17,J. Palacios,Javier Palacios,Javier,Palacios,P,D,D,2,Venezuela,,
2015-16,J. Palacios,Javier Palacios,Javier,Palacios,P,D,D,1,Venezuela,,
2000-01,J. Boscán,Jean Carlos Boscán,Jean,Boscán,C,D,D,4,Venezuela,Zulia,Maracaibo
1999-00,J. Boscán,Jean Carlos Boscán,Jean,Boscán,C,D,D,3,Venezuela,Zulia,Maracaibo
1998-99,J. Boscán,Jean Carlos Boscán,Jean,Boscán,C,D,D,2,Venezuela,Zulia,Maracaibo
2012-13,J. Gómez,Jeanmar Alejandro Gómez,Jeanmar,Gómez,P,D,D,1,Venezuela,D.F.,Caracas
2013-14,J. Delgado,Jesús Andrés Delgado Corrales,Jesús,Delgado,P,D,D,8,Venezuela,Aragua,Maracay
2012-13,J. Delgado,Jesús Andrés Delgado Corrales,Jesús,Delgado,P,D,D,7,Venezuela,Aragua,Maracay
1999-00,J. Hernández,Jesús Hernández,Jesús,Hernández,P,D,D,8,Venezuela,D.F.,Caracas
1987-88,J. Laya,Jesús Laya,Jesús,Laya,C,D,D,1,Venezuela,Vargas,Maiquetia
2003-04,J. Marquez,Jesús Marquez,Jesús,Marquez,CF,Z,Z,12,Venezuela,D.F.,Caracas
2002-03,J. Marquez,Jesús Marquez,Jesús,Marquez,CF,Z,Z,11,Venezuela,D.F.,Caracas
2001-02,J. Marquez,Jesús Marquez,Jesús,Marquez,CF,Z,Z,10,Venezuela,D.F.,Caracas
2000-01,J. Marquez,Jesús Marquez,Jesús,Marquez,CF,Z,Z,9,Venezuela,D.F.,Caracas
1999-00,J. Marquez,Jesús Marquez,Jesús,Marquez,CF,Z,Z,8,Venezuela,D.F.,Caracas
1962-63,J. Mora,Jesús Mora,Jesús,Mora,IF,D,D,9,Venezuela,Zulia,Maracaibo
2009-10,J. Morelli,Jesús Morelli,Jesús,Morelli,RF,D,D,1,Venezuela,Carabobo,Puerto Cabello
2009-10,J. Reina,Jesús Reina,Jesús,Reina,P,Z,Z,3,Venezuela,Carabobo,Valencia
1963-64,J. Rizales,Jesús Rizales,Jesús,Rizales,P,D,D,1,Venezuela,Anzoategui,Barcelona
1971-72,J. Romero,Jesús Romero,Jesús,Romero,C,D,D,12,Venezuela,Sucre,Cumana
1970-71,J. Romero,Jesús Romero,Jesús,Romero,C,D,D,11,Venezuela,Sucre,Cumana
1969-70,J. Romero,Jesús Romero,Jesús,Romero,C,D,D,10,Venezuela,Sucre,Cumana
1968-69,J. Romero,Jesús Romero,Jesús,Romero,C,D,D,9,Venezuela,Sucre,Cumana
1967-68,J. Romero,Jesús Romero,Jesús,Romero,C,D,D,8,Venezuela,Sucre,Cumana
2011-12,J. Solorzano,Jesús Solorzano,Jesús,Solorzano,CF,D,D,1,Venezuela,Anzoategui,Barcelona
2010-11,J. Yépez,Jesús Yépez,Jesús,Yépez,P,Z,Z,6,Venezuela,Lara,Barquisimeto
2009-10,J. Yépez,Jesús Yépez,Jesús,Yépez,P,Z,Z,5,Venezuela,Lara,Barquisimeto
2019-20,J. Graterol,Jesus Alexander Graterol,Jesus,Graterol,2B,D,D,1,Venezuela,Carabobo,Valencia
2019-20,J. Quijada,Jhoan Quijada,Jhoan,Quijada,P,D,D,2,Venezuela,Nueva Esparta,Juan Griego
2018-19,J. Quijada,Jhoan Quijada,Jhoan,Quijada,P,D,D,1,Venezuela,Nueva Esparta,Juan Griego
2019-20,J. Torres,Jhonathan Torres,Jhonathan,Torres,P,Z,Z,3,Venezuela,D.F.,Caracas
1999-00,J. Manaure,Joanne Manaure,Joanne,Manaure,P,,,1,Venezuela,,
1991-92,J. Cartaya,Joel Cartaya,Joel,Cartaya,IF,A,D,5,Venezuela,Vargas,La Sabana
1990-91,J. Cartaya,Joel Cartaya,Joel,Cartaya,IF,A,D,4,Venezuela,Vargas,La Sabana
1989-90,J. Cartaya,Joel Cartaya,Joel,Cartaya,IF,A,D,3,Venezuela,Vargas,La Sabana
1988-89,J. Cartaya,Joel Cartaya,Joel,Cartaya,IF,A,D,2,Venezuela,Vargas,La Sabana
1987-88,J. Cartaya,Joel Cartaya,Joel,Cartaya,IF,A,D,1,Venezuela,Vargas,La Sabana
2015-16,J. Belisario,Johan Belisario,Johan,Belisario,P,D,D,1,Venezuela,Bolivar,Ciudad Bolivar
1998-99,J. Montanez,Johan Montanez,Johan,Montanez,P,D,D,3,Venezuela,Lara,Barquisimeto
1997-98,J. Montanez,Johan Montanez,Johan,Montanez,P,D,D,2,Venezuela,Lara,Barquisimeto
1995-96,J. Montanez,Johan Montanez,Johan,Montanez,P,D,D,1,Venezuela,Lara,Barquisimeto
1994-95,J. Manaure,Johanne Manaure,Johanne,Manaure,P,D,D,5,Venezuela,Falcon,Punto Fijo
1993-94,J. Manaure,Johanne Manaure,Johanne,Manaure,P,D,D,4,Venezuela,Falcon,Punto Fijo
1994-95,J. Paredes,Johnny Alfonso Paredes Isambert,Johnny,Paredes,2B,D,D,11,Venezuela,Zulia,Maracaibo
1985-86,J. Celis,Johnny Celis,Johnny,Celis,CF,Z,Z,2,Venezuela,,
1984-85,J. Celis,Johnny Celis,Johnny,Celis,CF,Z,Z,1,Venezuela,,
1992-93,J. Malaver,Johnny Malaver,Johnny,Malaver,P,D,D,2,Venezuela,Anzoategui,El Tigre
1991-92,J. Malaver,Johnny Malaver,Johnny,Malaver,P,D,D,1,Venezuela,Anzoategui,El Tigre
2016-17,J. Celis,Johny José Celis,Johny,Celis,1B,Z,D,4,Venezuela,D.F.,Caracas
2009-10,J. Celis,Johny José Celis,Johny,Celis,1B,Z,D,3,Venezuela,D.F.,Caracas
2008-09,J. Celis,Johny José Celis,Johny,Celis,1B,Z,D,2,Venezuela,D.F.,Caracas
2007-08,J. Celis,Johny José Celis,Johny,Celis,1B,Z,D,1,Venezuela,D.F.,Caracas
1997-98,J. Arraiz,Jonathan Arraiz,Jonathan,Arraiz,2B,D,D,3,Venezuela,D.F.,Caracas
1996-97,J. Arraiz,Jonathan Arraiz,Jonathan,Arraiz,2B,D,D,2,Venezuela,D.F.,Caracas
1995-96,J. Arraiz,Jonathan Arraiz,Jonathan,Arraiz,2B,D,D,1,Venezuela,D.F.,Caracas
2018-19,J. Cavanerio,Jorgan Argenis Cavanerio,Jorgan,Cavanerio,P,D,D,2,Venezuela,Aragua,Cagua
2017-18,J. Cavanerio,Jorgan Argenis Cavanerio,Jorgan,Cavanerio,P,D,D,1,Venezuela,Aragua,Cagua
1988-89,J. Carpio,Jorge Carpio,Jorge,Carpio,P,D,D,9,Venezuela,Bolivar,Puerto Ordaz
1987-88,J. Carpio,Jorge Carpio,Jorge,Carpio,P,D,D,8,Venezuela,Bolivar,Puerto Ordaz
2005-06,J. Cordova,Jorge Cordova,Jorge,Cordova,P,D,D,10,Venezuela,Sucre,Cumana
2010-11,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,13,Venezuela,D.F.,Caracas
2004-05,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,8,Venezuela,D.F.,Caracas
2003-04,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,7,Venezuela,D.F.,Caracas
2002-03,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,6,Venezuela,D.F.,Caracas
2001-02,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,5,Venezuela,D.F.,Caracas
2000-01,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,4,Venezuela,D.F.,Caracas
1999-00,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,3,Venezuela,D.F.,Caracas
1998-99,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,2,Venezuela,D.F.,Caracas
1997-98,J. Julio,Jorge Dandys Julio Tapia,Jorge,Julio,P,D,D,1,Venezuela,D.F.,Caracas
2009-10,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,18,Venezuela,D.F.,Caracas
2008-09,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,17,Venezuela,D.F.,Caracas
2007-08,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,16,Venezuela,D.F.,Caracas
2006-07,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,15,Venezuela,D.F.,Caracas
2005-06,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,14,Venezuela,D.F.,Caracas
2004-05,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,13,Venezuela,D.F.,Caracas
2003-04,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,12,Venezuela,D.F.,Caracas
2002-03,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,11,Venezuela,D.F.,Caracas
2001-02,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,10,Venezuela,D.F.,Caracas
2000-01,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,9,Venezuela,D.F.,Caracas
1999-00,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,8,Venezuela,D.F.,Caracas
1998-99,J. Velandia,Jorge Luis Velandia Macias,Jorge,Velandia,SS,D,D,7,Venezuela,D.F.,Caracas
1994-95,J. Melendez,Jorge Melendez,Jorge,Melendez,C,D,D,1,Venezuela,,
1989-90,J. Mitchell,Jorge Mitchell,Jorge,Mitchell,CF,D,D,4,Venezuela,Bolivar,La Paragua
2008-09,J. Moreno,Jorge Moreno,Jorge,Moreno,CF,D,D,10,Venezuela,Vargas,La Guaira
2009-10,J. Quintero,Jorge Quintero,Jorge,Quintero,P,D,D,2,Venezuela,Carabobo,Valencia
2008-09,J. Quintero,Jorge Quintero,Jorge,Quintero,P,D,D,1,Venezuela,Carabobo,Valencia
2008-09,J. Riera,Jorge Riera,Jorge,Riera,P,D,D,3,Venezuela,,
2006-07,J. Riera,Jorge Riera,Jorge,Riera,P,D,D,2,Venezuela,,
2005-06,J. Riera,Jorge Riera,Jorge,Riera,P,D,D,1,Venezuela,,
2018-19,J. Rodríguez,Jorma J Rodríguez,Jorma,Rodríguez,2B,D,D,3,Venezuela,Aragua,Palo Negro
2017-18,J. Rodríguez,Jorma J Rodríguez,Jorma,Rodríguez,2B,D,D,2,Venezuela,Aragua,Palo Negro
2015-16,J. Rodríguez,Jorma J Rodríguez,Jorma,Rodríguez,2B,D,D,1,Venezuela,Aragua,Palo Negro
2007-08,J. Contreras,José A. Contreras,José,Contreras,SS,A,D,2,Venezuela,D.F.,Caracas
2006-07,J. Contreras,José A. Contreras,José,Contreras,SS,A,D,1,Venezuela,D.F.,Caracas
2018-19,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,10,Venezuela,Vargas,La Guaira
2017-18,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,9,Venezuela,Vargas,La Guaira
2016-17,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,8,Venezuela,Vargas,La Guaira
2015-16,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,7,Venezuela,Vargas,La Guaira
2014-15,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,6,Venezuela,Vargas,La Guaira
2013-14,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,5,Venezuela,Vargas,La Guaira
2012-13,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,4,Venezuela,Vargas,La Guaira
2011-12,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,3,Venezuela,Vargas,La Guaira
2007-08,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,2,Venezuela,Vargas,La Guaira
2006-07,J. Martínez,José A. Martínez,José,Martínez,RF,D,D,1,Venezuela,Vargas,La Guaira
2019-20,J. Rodríguez,José Alexander Rodríguez,José,Rodríguez,P,D,D,2,Venezuela,Lara,Barquisimeto
2006-07,J. Amado,José Amado,José,Amado,IF,D,D,8,Venezuela,Tachira,San Cristobal
2005-06,J. Amado,José Amado,José,Amado,IF,D,D,7,Venezuela,Tachira,San Cristobal
2002-03,J. Amado,José Amado,José,Amado,IF,D,D,6,Venezuela,Tachira,San Cristobal
2016-17,J. Alvarado,José Antonio Alvarado Lizarzabal,José,Alvarado,P,Z,Z,2,Venezuela,Zulia,Maracaibo
2015-16,J. Alvarado,José Antonio Alvarado Lizarzabal,José,Alvarado,P,Z,Z,1,Venezuela,Zulia,Maracaibo
2017-18,J. Gómez,José Antonio Gómez,José,Gómez,SS,D,D,1,Venezuela,D.F.,Caracas
2016-17,J. González,José Antonio González,José,González,C,D,D,7,Venezuela,D.F.,Caracas
2015-16,J. González,José Antonio González,José,González,C,D,D,6,Venezuela,D.F.,Caracas
2014-15,J. González,José Antonio González,José,González,C,D,D,5,Venezuela,D.F.,Caracas
2013-14,J. González,José Antonio González,José,González,C,D,D,4,Venezuela,D.F.,Caracas
2010-11,J. González,José Antonio González,José,González,C,D,D,3,Venezuela,D.F.,Caracas
2009-10,J. González,José Antonio González,José,González,C,D,D,2,Venezuela,D.F.,Caracas
2008-09,J. González,José Antonio González,José,González,C,D,D,1,Venezuela,D.F.,Caracas
2019-20,J. Duarte,José Armando Duarte Piñango,José,Duarte,CF,D,D,9,Venezuela,Miranda,Santa Lucia
2018-19,J. Duarte,José Armando Duarte Piñango,José,Duarte,CF,D,D,8,Venezuela,Miranda,Santa Lucia
2017-18,J. Brizuela,José Brizuela,José,Brizuela,3B,Z,D,1,Venezuela,Aragua,Maracay
1993-94,J. Cardona,José Cardona,José,Cardona,P,D,D,6,Venezuela,Vargas,La Sabana
1992-93,J. Cardona,José Cardona,José,Cardona,P,D,D,5,Venezuela,Vargas,La Sabana
1991-92,J. Cardona,José Cardona,José,Cardona,P,D,D,4,Venezuela,Vargas,La Sabana
1990-91,J. Cardona,José Cardona,José,Cardona,P,D,D,3,Venezuela,Vargas,La Sabana
1989-90,J. Cardona,José Cardona,José,Cardona,P,D,D,2,Venezuela,Vargas,La Sabana
1988-89,J. Cardona,José Cardona,José,Cardona,P,D,D,1,Venezuela,Vargas,La Sabana
2017-18,J. Castillo,José Castillo,José,Castillo,3B,D,D,18,Venezuela,Guarico,Las Mercedes
2016-17,J. Castillo,José Castillo,José,Castillo,3B,D,D,17,Venezuela,Guarico,Las Mercedes
1974-75,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,12,Venezuela,Zulia,San Lorenzo
1973-74,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,11,Venezuela,Zulia,San Lorenzo
1972-73,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,10,Venezuela,Zulia,San Lorenzo
1971-72,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,9,Venezuela,Zulia,San Lorenzo
1970-71,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,8,Venezuela,Zulia,San Lorenzo
1969-70,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,7,Venezuela,Zulia,San Lorenzo
1968-69,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,6,Venezuela,Zulia,San Lorenzo
1967-68,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,5,Venezuela,Zulia,San Lorenzo
1966-67,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,4,Venezuela,Zulia,San Lorenzo
1965-66,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,3,Venezuela,Zulia,San Lorenzo
1964-65,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,2,Venezuela,Zulia,San Lorenzo
1963-64,J. Herrera,José Concepcion Herrera Ontiveros,José,Herrera,IF,D,D,1,Venezuela,Zulia,San Lorenzo
1966-67,J. Bracho,José de La Trinidad Bracho,José,Bracho,P,D,D,19,Venezuela,Zulia,Maracaibo
1965-66,J. Bracho,José de La Trinidad Bracho,José,Bracho,P,D,D,18,Venezuela,Zulia,Maracaibo
1964-65,J. Bracho,José de La Trinidad Bracho,José,Bracho,P,D,D,17,Venezuela,Zulia,Maracaibo
2010-11,J. Escalona,José Escalona,José,Escalona,P,Z,Z,7,Venezuela,Lara,Barquisimeto
1979-80,J. Figueroa,José Figueroa,José,Figueroa,2B,D,D,2,Venezuela,Anzoategui,El Tigre
1963-64,J. Figueroa,José Figueroa,José,Figueroa,BE,D,D,1,Venezuela,Anzoategui,Barcelona
1978-79,J. Figueroa,José Figueroa,José,Figueroa,2B,D,D,1,Venezuela,Anzoategui,El Tigre
1989-90,J. Graterol,José Graterol,José,Graterol,CF,D,D,2,Venezuela,Zulia,Santa Rita
1988-89,J. Graterol,José Graterol,José,Graterol,CF,D,D,1,Venezuela,Zulia,Santa Rita
2010-11,J. Gualdron,José Gualdron,José,Gualdron,2B,D,D,3,Venezuela,Zulia,Maracaibo
2009-10,J. Gualdron,José Gualdron,José,Gualdron,2B,D,D,2,Venezuela,Zulia,Maracaibo
2008-09,J. Gualdron,José Gualdron,José,Gualdron,2B,D,D,1,Venezuela,Zulia,Maracaibo
1990-91,J. Guarache,José Guarache,José,Guarache,1B,D,D,4,Venezuela,Anzoategui,Puerto Piritu
1989-90,J. Guarache,José Guarache,José,Guarache,1B,D,D,3,Venezuela,Anzoategui,Puerto Piritu
1988-89,J. Guarache,José Guarache,José,Guarache,1B,D,D,2,Venezuela,Anzoategui,Puerto Piritu
1987-88,J. Guarache,José Guarache,José,Guarache,1B,D,D,1,Venezuela,Anzoategui,Puerto Piritu
2005-06,J. Hernández,José Hernández,José,Hernández,C,D,D,5,Venezuela,Carabobo,Valencia
2004-05,J. Hernández,José Hernández,José,Hernández,C,D,D,4,Venezuela,Carabobo,Valencia
2003-04,J. Hernández,José Hernández,José,Hernández,C,D,D,3,Venezuela,Carabobo,Valencia
2002-03,J. Hernández,José Hernández,José,Hernández,C,D,D,2,Venezuela,Carabobo,Valencia
2001-02,J. Hernández,José Hernández,José,Hernández,C,D,D,1,Venezuela,Carabobo,Valencia
1964-65,J. Infante,José Infante,José,Infante,P,Z,Z,2,Venezuela,Zulia,Maracaibo
1963-64,J. Infante,José Infante,José,Infante,P,Z,Z,1,Venezuela,Zulia,Maracaibo
2016-17,J. Gil,José J. Gil,José,Gil,C,D,D,8,Venezuela,Anzoategui,Barcelona
1986-87,J. Alfaro,José Luis Alfaro,José,Alfaro,P,D,D,13,Venezuela,Zulia,Maracaibo
1995-96,J. Ramos,José Luis Ramos,José,Ramos,P,Z,Z,10,Venezuela,Sucre,Cumana
1994-95,J. Ramos,José Luis Ramos,José,Ramos,P,Z,Z,9,Venezuela,Sucre,Cumana
1993-94,J. Ramos,José Luis Ramos,José,Ramos,P,Z,Z,8,Venezuela,Sucre,Cumana
