"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente","ronda",,
1014,"NA","2021-22","22/12/2021",49,"Bravos de Margarita","3B",5,"Adonis García ",5,1,2,1,0,0,2,0,0,3,0.31,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
1015,,"2021-22","22/12/2021",49,"Bravos de Margarita","2B",6,"Luis Castro ",3,3,2,0,0,1,1,1,0,2,0.248,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
1016,,"2021-22","22/12/2021",49,"Bravos de Margarita","SS",7,"Jose Martinez ",4,2,2,1,0,0,1,1,0,1,0.267,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
1017,,"2021-22","22/12/2021",49,"Bravos de Margarita","LF",8,"Frank Diaz ",3,1,1,0,0,0,1,1,0,0,0.281,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
1018,,"2021-22","22/12/2021",49,"Bravos de Margarita","PR-CF",,"Reinaldo Ilarraza ",1,1,1,0,0,0,1,0,0,0,0.224,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
1019,,"2021-22","22/12/2021",49,"Bravos de Margarita","1B",9,"Dennis Ortega ",4,0,0,0,0,0,0,1,1,3,0.211,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular",,
1020,"cedlor001","2021-22","22/12/2021",49,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",4,1,1,0,1,0,0,0,0,1,0.25,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1021,"melkel001","2021-22","22/12/2021",49,"Tiburones de la Guaira","SS",2,"Kelvin Melean ",3,1,2,0,0,1,2,0,0,0,0.3,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1022,"vasdan001","2021-22","22/12/2021",49,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,0,2,0,0,0,0,0,0,1,0.26,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1023,"marjos002","2021-22","22/12/2021",49,"Tiburones de la Guaira","DH",4,"José Martínez ",4,0,1,0,0,0,0,0,0,3,0.3,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1024,"duredg001","2021-22","22/12/2021",49,"Tiburones de la Guaira","3B",5,"Edgar Duran ",4,0,0,0,0,0,0,0,1,1,0.275,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1025,"torjun001","2021-22","22/12/2021",49,"Tiburones de la Guaira","C",6,"Juan Torres ",4,0,1,0,0,0,0,0,0,2,0.221,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1026,"reyren001","2021-22","22/12/2021",49,"Tiburones de la Guaira","LF",7,"Rene Reyes ",4,0,1,0,0,0,0,0,1,1,0.278,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1027,"bragab001","2021-22","22/12/2021",49,"Tiburones de la Guaira","1B",8,"Gabriel Bracamonte ",4,0,2,0,0,0,0,0,0,2,0.316,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1028,"varjer001","2021-22","22/12/2021",49,"Tiburones de la Guaira","2B",9,"Jheremy Vargas ",3,0,0,0,0,0,0,0,1,2,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",,
1029,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","2B",1,"Alexi Amarista ",5,2,2,0,0,1,1,0,0,0,0.4,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1030,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","CF",2,"Carlos Tocci ",4,0,2,1,0,0,1,0,0,0,0.5,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1031,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","1B",3,"José Martínez ",3,0,0,0,0,0,1,0,1,1,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1032,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","RF",4,"Denis Phipps ",4,0,1,0,0,0,0,0,1,1,0.25,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1033,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","DH",5,"Henry Alejandro Rodriguez ",3,1,0,0,0,0,0,1,0,1,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1034,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","3B",6,"Carlos Rivero ",2,0,1,0,0,0,0,2,1,0,0.5,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1035,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","LF",7,"Teodoro Martinez ",4,0,0,0,0,0,1,0,1,4,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1036,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","C",8,"Gersel Pitre ",4,1,1,0,0,0,0,0,0,3,0.25,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1037,"NA","2022-23","22/10/2022",1,"Tigres de Aragua","SS",9,"Edwin Garcia ",4,0,0,0,0,0,0,0,1,1,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714374,"day"
1038,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","CF-RF",1,"Odúbel Herrera ",4,1,1,1,0,0,2,0,1,2,0.25,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1039,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","RF",,"Juan Teixeira ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1040,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","LF",2,"Rangel Ravelo ",4,1,1,0,0,0,1,1,1,2,0.25,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1041,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","1B",3,"Kennys Vargas ",5,3,3,0,1,1,3,0,1,0,0.6,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1042,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","DH",4,"Pedro Castellanos ",4,2,3,1,0,1,2,1,0,0,0.75,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1043,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","SS",5,"Juniel Querecuto ",5,1,1,0,0,0,0,0,1,3,0.2,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1044,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","RF-CF",6,"Elijah Dunham ",3,1,2,0,0,0,1,0,1,1,0.667,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1045,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","3B",7,"Jecksson Flores ",4,0,2,0,0,0,2,0,0,1,0.5,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1046,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","C",8,"Ali Sánchez ",4,3,2,1,0,0,0,0,0,3,0.5,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1047,"NA","2022-23","22/10/2022",1,"Cardenales de Lara","2B",9,"Javier Sanoja ",4,2,2,0,1,0,2,0,0,1,0.5,"Estadio Antonio Herrera Gutierrez","Tigres de Aragua","regular",714374,"day"
1048,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","CF",1,"Jackson Chourio ",4,1,2,0,0,0,0,0,0,0,0.5,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1049,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","LF",2,"Angel Reyes ",4,0,2,1,0,0,0,0,1,1,0.5,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1050,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","C",3,"Jose Herrera ",4,0,2,0,0,0,0,0,1,2,0.5,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1051,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","DH",4,"José Briceño ",4,0,0,0,0,0,0,0,1,5,0,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1052,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","1B",5,"Héctor Sánchez ",4,0,0,0,0,0,0,0,2,1,0,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1053,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","RF",6,"Raimfer Salinas ",2,0,0,0,0,0,0,0,1,1,0,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1054,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","PH",,"a-Alex Romero ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1055,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","RF",,"Jaison Chourio ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1056,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","2B",7,"Carlos Herrera ",4,0,1,0,0,0,0,0,1,0,0.25,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1057,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","SS",8,"Deiner Lopez ",3,0,0,0,0,0,0,0,1,1,0,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1058,"NA","2022-23","22/10/2022",1,"Aguilas del Zulia","3B",9,"Bryant Flete ",3,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714315,"night"
1059,"NA","2022-23","22/10/2022",1,"Leones del Caracas","2B",1,"Wilfredo Tovar ",5,1,2,0,0,0,1,0,0,3,0.4,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1060,"NA","2022-23","22/10/2022",1,"Leones del Caracas","SS",2,"Lenyn Sosa ",4,0,2,0,0,0,0,0,0,1,0.5,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1061,"NA","2022-23","22/10/2022",1,"Leones del Caracas","1B",3,"Isaias Tejeda ",3,0,0,0,0,0,0,1,3,3,0,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1062,"NA","2022-23","22/10/2022",1,"Leones del Caracas","DH",4,"Leandro Cedeno ",4,0,0,0,0,0,0,0,3,3,0,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1063,"NA","2022-23","22/10/2022",1,"Leones del Caracas","RF",5,"Alexander Palma ",4,0,1,0,0,0,1,0,0,0,0.25,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1064,"NA","2022-23","22/10/2022",1,"Leones del Caracas","RF",,"Angel Aponte ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1065,"NA","2022-23","22/10/2022",1,"Leones del Caracas","LF",6,"José Rondón ",3,0,1,0,0,0,0,1,0,2,0.333,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1066,"NA","2022-23","22/10/2022",1,"Leones del Caracas","C",7,"Freddy Fermin ",3,1,2,1,0,0,0,1,0,1,0.667,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1067,"NA","2022-23","22/10/2022",1,"Leones del Caracas","3B",8,"Gabriel Noriega ",4,0,1,0,0,0,0,0,1,4,0.25,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1068,"NA","2022-23","22/10/2022",1,"Leones del Caracas","CF",9,"Alexfri Planez ",3,0,0,0,0,0,0,1,0,2,0,"Estadio Universitario","Aguilas del Zulia","regular",714315,"night"
1069,"sosjun001","2022-23","22/10/2022",1,"Tiburones de la Guaira","CF",1,"Junior Sosa ",4,0,1,0,0,0,0,0,0,2,0.25,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1070,"barfra001","2022-23","22/10/2022",1,"Tiburones de la Guaira","2B",2,"Franklin Barreto ",4,0,0,0,0,0,0,0,3,2,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1071,"vasdan001","2022-23","22/10/2022",1,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",3,0,0,0,0,0,0,1,2,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1072,"garwil002","2022-23","22/10/2022",1,"Tiburones de la Guaira","DH",4,"Wilson Garcia ",4,1,2,0,0,1,1,0,0,1,0.5,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1073,"guzjes001","2022-23","22/10/2022",1,"Tiburones de la Guaira","1B",5,"Jesus Guzman ",4,1,1,0,0,1,1,0,0,2,0.25,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1074,"infdie001","2022-23","22/10/2022",1,"Tiburones de la Guaira","LF",6,"Diego Infante ",4,0,0,0,0,0,0,0,0,1,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1075,"melkel001","2022-23","22/10/2022",1,"Tiburones de la Guaira","3B",7,"Kelvin Melean ",3,0,0,0,0,0,0,0,1,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1076,"mondan001","2022-23","22/10/2022",1,"Tiburones de la Guaira","PH",,"Daniel Montano ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1077,"arcfran001","2022-23","22/10/2022",1,"Tiburones de la Guaira","C",8,"Francisco Arcia ",4,0,2,1,0,0,0,0,0,0,0.5,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1078,"garmai002","2022-23","22/10/2022",1,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",3,0,1,0,0,0,0,0,0,2,0.333,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714290,"night"
1079,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","CF",1,"Arquímedes Gamboa ",5,0,1,0,0,0,0,0,1,1,0.2,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1080,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","CF",,"Humberto Garcia ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1081,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","3B",2,"Alberto Gonzalez ",5,1,2,0,0,0,0,0,1,0,0.4,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1082,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","LF",3,"Alberth Martinez ",4,0,3,0,0,0,0,1,1,1,0.75,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1083,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","DH",4,"Daniel Mayora ",5,1,1,0,0,0,0,0,0,7,0.2,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1084,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","RF",5,"Lazaro Hernandez ",4,1,1,0,0,0,0,0,0,3,0.25,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1085,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","1B",6,"Yoel Yanqui ",3,0,1,0,0,0,1,1,0,0,0.333,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1086,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","2B",7,"Rayder Ascanio ",4,1,2,1,0,0,2,0,1,2,0.5,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1087,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","C",8,"Arturo Nieto ",4,1,3,0,0,1,2,0,0,2,0.75,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1088,"NA","2022-23","22/10/2022",1,"Navegantes del Magallanes","SS",9,"Engelb Vielma ",4,0,1,0,0,0,0,0,1,6,0.25,"Estadio Jose Bernardo Perez","Tiburones de la Guaira","regular",714290,"night"
1089,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","CF",1,"Tomo Otosaka ",3,0,0,0,0,0,0,1,1,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1090,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","2B",2,"Luis Castro ",3,0,0,0,0,0,0,1,0,1,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1091,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","LF",3,"Ramón Flores ",3,0,0,0,0,0,0,1,0,1,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1092,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","DH",4,"David Rodríguez ",4,0,0,0,0,0,0,0,1,2,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1093,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","1B",5,"Carlos Pérez ",2,1,2,0,0,1,1,1,0,0,1,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1094,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","RF",6,"Diego Rincones ",4,0,1,0,0,0,0,0,0,2,0.25,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1095,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","3B",7,"Edgar Duran ",3,0,0,0,0,0,0,1,2,2,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1096,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","C",8,"Juan Graterol ",3,0,0,0,0,0,0,0,2,1,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1097,"NA","2022-23","22/10/2022",1,"Bravos de Margarita","SS",9,"Jose Martinez ",3,0,0,0,0,0,0,0,1,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714344,"night"
1098,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","CF",1,"Herlis Rodriguez ",4,0,0,0,0,0,0,0,0,2,0,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1099,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","2B",2,"Luis Sardinas ",4,0,0,0,0,0,0,0,0,1,0,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1100,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","3B",3,"Niuman Romero ",2,1,1,1,0,0,1,2,0,0,0.5,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1101,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","LF",4,"Willians Astudillo ",3,1,1,0,0,1,2,1,0,1,0.333,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1102,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","1B",5,"Balbino Fuenmayor ",4,0,1,0,0,0,0,0,1,2,0.25,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1103,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","DH",6,"Asdrúbal Cabrera ",4,2,1,0,0,1,1,0,0,1,0.25,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1104,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","C",7,"Jesús Sucre ",4,0,1,1,0,0,0,0,0,1,0.25,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1105,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","RF",8,"Eduardo Diaz ",3,1,1,0,0,1,2,0,1,1,0.333,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1106,"NA","2022-23","22/10/2022",1,"Caribes de Anzoategui","SS",9,"Kevin Vicuña ",3,1,1,1,0,0,0,0,1,1,0.333,"Estadio Alfonso Carrasquel","Bravos de Margarita","regular",714344,"night"
1107,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","CF",1,"Jackson Chourio ",4,0,1,0,0,0,0,0,2,2,0.375,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1108,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","RF",2,"Alex Romero ",4,0,0,0,0,0,0,0,1,1,0,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1109,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","LF",3,"Angel Reyes ",4,1,2,0,0,0,0,0,1,0,0.5,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1110,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","1B",4,"Jose Herrera ",4,1,2,0,0,0,0,0,1,1,0.5,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1111,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","DH",5,"Wilin Rosario ",4,0,1,0,0,0,0,0,0,2,0.25,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1112,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","C",6,"José Briceño ",2,0,0,0,0,0,1,1,1,1,0,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1113,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","2B",7,"Carlos Herrera ",4,1,1,0,0,0,1,0,0,2,0.25,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1114,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","SS",8,"Deiner Lopez ",2,0,0,0,0,0,0,0,1,0,0,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1115,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","PH",,"a-Héctor Sánchez ",1,0,0,0,0,0,0,0,0,1,0,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1116,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","SS",,"Jesus Hernandez ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1117,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","PH",,"b-Oscar Campos ",1,0,0,0,0,0,0,0,1,2,0,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1118,"NA","2022-23","23/10/2022",1,"Aguilas del Zulia","3B",9,"Bryant Flete ",3,0,2,0,0,0,1,0,0,0,0.333,"Estadio Universitario","Leones del Caracas","regular",714312,"day"
1119,"NA","2022-23","23/10/2022",1,"Leones del Caracas","2B",1,"Wilfredo Tovar ",5,0,0,0,0,0,0,0,1,3,0.2,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1120,"NA","2022-23","23/10/2022",1,"Leones del Caracas","SS",2,"Lenyn Sosa ",3,2,2,0,0,0,0,2,0,1,0.571,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1121,"NA","2022-23","23/10/2022",1,"Leones del Caracas","1B",3,"Isaias Tejeda ",5,0,1,0,0,0,0,0,1,4,0.125,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1122,"NA","2022-23","23/10/2022",1,"Leones del Caracas","LF",4,"Alexander Palma ",4,2,3,0,0,0,1,0,0,0,0.5,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1123,"NA","2022-23","23/10/2022",1,"Leones del Caracas","CF",,"Alexfri Planez ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1124,"NA","2022-23","23/10/2022",1,"Leones del Caracas","RF",5,"Oswaldo Arcia ",3,0,0,0,0,0,0,1,1,5,0,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1125,"NA","2022-23","23/10/2022",1,"Leones del Caracas","DH",6,"Leandro Cedeno ",4,1,2,0,0,0,1,0,1,1,0.25,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1126,"NA","2022-23","23/10/2022",1,"Leones del Caracas","PR-DH",,"1-Juan Infante ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1127,"NA","2022-23","23/10/2022",1,"Leones del Caracas","CF-LF",7,"José Rondón ",3,0,2,1,0,0,2,1,1,2,0.5,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1128,"NA","2022-23","23/10/2022",1,"Leones del Caracas","C",8,"Freddy Fermin ",3,0,1,0,0,0,1,1,2,3,0.5,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1129,"NA","2022-23","23/10/2022",1,"Leones del Caracas","3B",9,"Gabriel Noriega ",4,0,1,0,0,0,0,0,2,4,0.25,"Estadio Universitario","Aguilas del Zulia","regular",714312,"day"
1130,"garmai002","2022-23","23/10/2022",1,"Tiburones de la Guaira","SS",1,"Maikel Garcia ",6,1,3,1,0,0,1,0,0,2,0.444,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714368,"day"
1131,"vasdan001","2022-23","23/10/2022",1,"Tiburones de la Guaira","RF",2,"Danry Vasquez ",4,2,2,0,0,0,1,2,1,1,0.286,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714368,"day"
1132,"garwil002","2022-23","23/10/2022",1,"Tiburones de la Guaira","DH",3,"Wilson Garcia ",5,1,2,0,0,0,0,1,0,4,0.444,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714368,"day"
